WE|ACTV|CROP 北方地区要抓住晴好天气完成秋收扫尾工作，做好粮食通风晾晒储藏工作，防止发芽霉变
CROP 江南双季晚稻大部处于播种出苗至三叶期，华南北部处于播种育秧期
ENV 三、土壤墒情分析7月3日20厘米土壤墒情监测结果表明（图4）：辽宁西南部、内蒙古中部、陕西北部、山西和河北大部等地土壤处于缺墒状态
ENV 安徽中部、湖北西部、浙江东南部、湖南大部、江西南部、福建东北部和西部、广东、广西西部和东北部、四川盆地东部、云南东部和西南部等地处于过湿状态，其余测墒区大部土壤墒情适宜
ENV 本周土壤缺墒站点比例较上周减少1.3个百分点，较上年同期多3.4个百分点
ENV 过湿站点比例较上周增加1.2个百分点，较上年同期少0.5个百分点
ENV 墒情适宜站点比例较上周增加0.1个百分点，较上年同期少2.9个百分点（表1）
WE 四、各农区农业气象条件分析东北、内蒙古：周内，东北地区中北部气温较常年同期偏低1～4℃，降水偏多2成至1倍，雨日有4～7天，日照偏少2～8成
WE 西北、华北、黄淮：周内，华北、黄淮温高雨少，华北东部和黄淮北部出现了3～6天日最高气温≥35℃以上高温天气，农田墒情下降较快
 江淮、江汉：周内，大部地区光温正常
 五、主要农业气象灾害监测与影响评估暴雨、洪涝：本周，吉林、辽宁、湖北、江西、湖南、福建、广东、广西、贵州、重庆和云南等省多地遭受暴雨洪涝灾害，部分农田受淹、农业水利设施等被冲毁
CROP 大风、冰雹：周内，内蒙古、黑龙江、吉林、辽宁、河北等地部分地区出现大风、冰雹灾害，造成玉米、大豆等叶片被砸，梨树、葡萄树等枝条折断
WE 六、未来一周天气及关注重点预计未来一周，江淮、江南、华南西部、西南地区东部等地多降雨，其中7-10日汉水下游、江淮、江南、华南西部及云贵等地有大到暴雨、局地大暴雨，12日前后长江中下游、华南北部将有较强降雨过程
ACTV 与此同时，做好晚稻秧苗的管理，合理排灌，防涝、防高温危害
ACTV 东北、江淮等一季稻产区应及时晒田控蘖，提高有效分蘖数
ACTV 沿海地区要做好防台防汛
WE 一、主要天气特点本周，除东北地区大部气温较常年同期偏高1～2℃外，全国其余大部农区气温接近常年同期或偏低1～2℃，其中内蒙古中部、江淮南部、江南大部、西南地区东部等地偏低2～4℃（图1）
WE 江南大部、华南西北部和贵州东部等地强降水频繁，降水量普遍有100～400毫米，较常年同期偏多1～4倍
WE 内蒙古东北部、华北东部、黄淮东部、西南地区大部降水量有25～100毫米（图2），接近常年或偏多2～8成
WE 全国其余农区降水较常年同期偏少5成以上
WE 江南、华南大部、西南地区中南部等地周日照时数不足30小时，较常年同期偏少5成至1倍
WE 华北东部、黄淮中部和江淮东部日照偏少2～5成
 全国其余农区正常或偏多2～8成（图3）
CROP 华南处于乳熟成熟期
ACTV 海南已收获完成
CROP 苗情监测结果表明，全国早稻一、二类苗占比分别为20%、78%一类苗增加了6个百分点，二类苗减少了6个百分点;
CROP 东北地区、江淮、江汉大部一季稻处于分蘖期，部分地区进入拔节期
CROP 西南地区大部处于分蘖至孕穗期
CROP 苗情监测结果表明，全国一季稻一、二类苗占比分别为31%、68%一类苗增加了6个百分点，二类苗减少了4个百分点;
CROP 东北地区、华北、西北地区大部春玉米处于拔节期，局地开花吐丝
CROP 西南地区东部处于吐丝至乳熟期
CROP 广西处于乳熟成熟期
CROP 苗情监测结果表明，全国春玉米一、二类苗占比分别为30%、68%均减少了1个百分点;
CROP 新疆棉花处于开花至开花盛期
CROP 黄河流域、长江流域大部处于现蕾开花期，部分进入开花盛期
CROP 东北地区大豆处于开花期
 江南处于鼓粒期
CROP 西北地区、内蒙古、黑龙江春小麦大部处于开花至乳熟期，部分地区已成熟
CROP 华北、黄淮东部、江汉、江南、华南花生处于下针期，华南南部成熟收获
CROP 黄淮西部夏花生处于分枝开花期
CROP 西北地区东部、华北北部、内蒙古、东北地区、西南地区大部马铃薯处于分枝至开花期，西南部分地区已收获
CROP 华北、黄淮、西北地区东部夏玉米处于七叶至拔节期，部分仍处于三叶期
CROP 西南地区处于七叶至吐丝期
CROP 江南双季晚稻大部处于播种出苗至三叶期，华南大部处于播种育秧期
ENV 三、土壤墒情分析7月10日20厘米土壤墒情监测结果表明（图4）：辽宁东部、内蒙古中部、陕西北部、山西和河北西部等地土壤处于缺墒状态
ENV 安徽南部、湖北西部、浙江中部、湖南大部、江西中南部、福建北部和西南部、广东、广西西部和东北部、四川盆地东部、云南东部和西南部等地处于过湿状态，其余测墒区大部土壤墒情适宜
ENV 本周土壤缺墒站点比例较上周减少1.0个百分点，较上年同期多8.8个百分点
ENV 过湿站点比例较上周增加0.9个百分点，较上年同期少6.1个百分点
ENV 墒情适宜站点比例较上周增加0.1个百分点，较上年同期少2.7个百分点（表1）
WE 西北、华北、黄淮：周内，大部地区出现了10毫米以上降水，其中河北大部、山东中部降水量有25～50毫米
WE 贵州东部出现较强降水，雨量有100～250毫米，部分地区降水强度大，出现洪涝灾害，玉米、水稻等被淹
 五、主要农业气象灾害监测与影响评估暴雨、洪涝：本周，浙江、江西、湖南、福建、广西、贵州等省（区）多地遭受暴雨洪涝灾害，部分农田受淹、设施大棚等被冲毁（图5左）
 大风、冰雹：周内，山东、内蒙古、黑龙江、吉林、辽宁、河北、甘肃等地部分地区出现大风、冰雹灾害，造成玉米、大豆等叶片被砸，瓜果蔬菜大棚损毁（图5右）
WE 图5湖南株洲茶陵烤烟被淹（左）和山东临沂蔬菜大棚被冰雹砸毁（右）六、未来一周天气及关注重点预计未来一周，汉水下游、江淮、江南、华南西北部、西南地区多降雨，其中13-14日，西南地区东部、华南西部、江南中北部和西南部、江淮南部等地将自西向东出现大到暴雨、局部大暴雨
WE 15-18日，西南地区东部、江南北部和西部、江淮、江汉南部等地有中到大雨，部分地区有暴雨或大暴雨
ACTV 其它稻区要适当推迟早稻收割时间，待降水过程结束天气转晴后收获
ACTV 被冲毁的晚稻秧田要及时补播
WE 但局地强降水和强对流天气易造成作物倒伏、受淹
 黑龙江北部和东部农田湿渍害将加重
WE 受台风“韦帕”影响，华南中南部将有较大风雨天气，农渔业生产将受到一定影响
CROP 一、主要天气特点二、作物生长发育状况本周，江南和华南中北部双季早稻处于成熟收获期
CROP 东北地区一季稻处于拔节至孕穗期，江淮、江汉、江南东部一季稻处于分蘖至拔节期，部分进入孕穗期
CROP 西南地区大部处于拔节至抽穗期，云南部分已乳熟
CROP 苗情监测结果表明，全国一季稻一、二类苗占比分别为28%、70%一类苗增加2个百分点，二类苗减少2个百分点;
CROP 东北地区、华北、西北地区中东部春玉米大部处于开花吐丝期，部分地区仍处于拔节至抽雄期
CROP 西南地区东部、新疆处于吐丝至乳熟期，四川部分已成熟
CROP 苗情监测结果表明，全国春玉米一、二类苗占比分别为33%、64%一类苗比例增加9个百分点，二类苗减少9个百分点;
CROP 全国大部棉花处于开花盛期，新疆部分进入吐絮期
CROP 黄淮、长江流域部分仍处于开花期
CROP 东北地区大豆处于开花结荚期
 江南已成熟
CROP 西北地区东部、黄淮、江淮夏大豆处于第三真叶至开花期
CROP 西北地区、内蒙古、黑龙江春小麦大部处于开花至成熟期
CROP 华北、黄淮东部、江汉、江南花生处于下针期
CROP 华南秋花生处于播种期
CROP 西北地区东部、华北北部、内蒙古、东北地区马铃薯处于开花期，西南地区处于花序形成至成熟期
CROP 华北、黄淮、西北地区东部夏玉米大部处于拔节至开花吐丝期，局部仍处于七叶期
CROP 西南地区大部处于开花吐丝期，局地已乳熟
CROP 全国夏玉米一、二类苗占比分别为27%、69%一类苗比例减少1个百分点，二类苗持平;
CROP 江南双季晚稻大部处于移栽至返青分蘖期，华南大部处于三叶至移栽期
CROP 全国双季晚稻一、二类苗占比分别为16%、84%一类苗比例减少1个百分点，二类苗增加1个百分点;
ENV 三、土壤墒情分析7月31日20厘米土壤墒情监测结果表明（图4）：内蒙古中部、山西南部、河南南部、安徽中部等地土壤处于缺墒状态
ENV 黑龙江东部和北部、河北中部和东北部、陕西南部、安徽北部、四川盆地、贵州南部、云南、湖南南部、江西南部、广东、广西西部等地处于过湿状态，其余测墒区大部土壤墒情适宜
ENV 本周土壤缺墒站点比例较上周减少0.4个百分点，与上年同期持平
ENV 过湿站点比例较上周减少0.4个百分点，较上年同期多3.1个百分点
ENV 墒情适宜站点比例较上周增加0.9个百分点，较上年同期少3个百分点（表1）
WE 但部分地区出现短时强降水和强对流天气
ACTV 江淮、江汉：大部光热充足，利于一季稻分蘖拔节
WE 四川南部和东部、云南西部和北部等地出现1～3天强降水、局地强对流天气，导致部分作物倒伏、低洼农田被淹
WE 五、主要农业气象灾害监测与影响评估暴雨、洪涝：周内，四川、云南、贵州、江苏等地出现强降水天气，部分地区遭受洪涝灾害，导致低洼农田被淹、养殖业受损
WE 大风、冰雹：周内，内蒙古、青海、山西、河南、江苏等地出现大风、冰雹等强对流天气，造成部分玉米、油菜、青稞等农作物受灾、设施温棚垮塌受损
WE 受台风“韦帕”影响，华南中南部将有较大风雨天气，部分农、渔业生产将遭受一定损失（图5）
DIS_PEST 各地要加强病虫害的监测与防治
WE 但部分地区降水强度大，农作物遭受渍涝灾害
WE 南方大部光温较适宜，但鄂皖持续高温少雨，旱情发生发展
WE 东北地区南部和东部、华北东部、黄淮东部、江淮、江南东部受台风“利奇马”影响将有强降水和短时雷暴大风天气，易造成作物倒伏、农田被淹
WE 西南地区南部和华南需防范短时强降水、雷暴大风等强对流天气的不利影响
CROP 一、主要天气特点二、作物生长发育状况东北地区一季稻处于拔节至抽穗期，江淮、江汉、江南东部一季稻处于分蘖至孕穗期，部分进入抽穗期
CROP 西南地区大部处于孕穗至抽穗期，四川、云南部分已乳熟
CROP 苗情监测结果表明，全国一季稻一、二类苗占比分别为27%、72%一类苗减少1个百分点，二类苗增加2个百分点;
